code;code0;code1;nivel0;nivel1
I099;I00-I99;I05-I09;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES CARDÍACAS REUMÁTICAS CRÓNICAS
I01;I00-I99;I00-I02;ENFERMEDADES DEL SISTEMA CIRCULATORIO;FIEBRE REUMÁTICA AGUDA
K80;K00-K95;K80-K87;ENFERMEDADES DEL SISTEMA DIGESTIVO;TRASTORNOS DE LA VESÍCULA BILIAR, DE LAS VÍAS BILIARES Y DEL PÁNCREAS
K52;K00-K95;K50-K52;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENTERITIS Y COLITIS NO INFECCIOSAS
K590;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K088;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K047;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K08;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K29;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K02;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K297;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K076;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K51;K00-K95;K50-K52;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENTERITIS Y COLITIS NO INFECCIOSAS
K922;K00-K95;K90-K93;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO
K05;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K57;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K055;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K295;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K121;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K052;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K766;K00-K95;K70-K77;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL HÍGADO
K58;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K82;K00-K95;K80-K87;ENFERMEDADES DEL SISTEMA DIGESTIVO;TRASTORNOS DE LA VESÍCULA BILIAR, DE LAS VÍAS BILIARES Y DEL PÁNCREAS
K938;K00-K95;K90-K93;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO
K605;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K11;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K40;K00-K95;K40-K46;ENFERMEDADES DEL SISTEMA DIGESTIVO;HERNIA
K122;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K42;K00-K95;K40-K46;ENFERMEDADES DEL SISTEMA DIGESTIVO;HERNIA
K83;K00-K95;K80-K87;ENFERMEDADES DEL SISTEMA DIGESTIVO;TRASTORNOS DE LA VESÍCULA BILIAR, DE LAS VÍAS BILIARES Y DEL PÁNCREAS
K904;K00-K95;K90-K93;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO
K43;K00-K95;K40-K46;ENFERMEDADES DEL SISTEMA DIGESTIVO;HERNIA
K740;K00-K95;K70-K77;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL HÍGADO
K103;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K85;K00-K95;K80-K87;ENFERMEDADES DEL SISTEMA DIGESTIVO;TRASTORNOS DE LA VESÍCULA BILIAR, DE LAS VÍAS BILIARES Y DEL PÁNCREAS
K35;K00-K95;K35-K38;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL APÉNDICE
K921;K00-K95;K90-K93;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO
K81;K00-K95;K80-K87;ENFERMEDADES DEL SISTEMA DIGESTIVO;TRASTORNOS DE LA VESÍCULA BILIAR, DE LAS VÍAS BILIARES Y DEL PÁNCREAS
K099;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K628;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K761;K00-K95;K70-K77;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL HÍGADO
K120;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K900;K00-K95;K90-K93;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO
K44;K00-K95;K40-K46;ENFERMEDADES DEL SISTEMA DIGESTIVO;HERNIA
K221;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K55;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K623;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K65;K00-K95;K65-K67;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL PERITONEO
K27;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K226;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K566;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K759;K00-K95;K70-K77;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL HÍGADO
K224;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K20;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K920;K00-K95;K90-K93;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO
K862;K00-K95;K80-K87;ENFERMEDADES DEL SISTEMA DIGESTIVO;TRASTORNOS DE LA VESÍCULA BILIAR, DE LAS VÍAS BILIARES Y DEL PÁNCREAS
K594;K00-K95;K55-K63;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DE LOS INTESTINOS
K220;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K760;K00-K95;K70-K77;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL HÍGADO
K115;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K149;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K048;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K080;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K030;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K222;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K141;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K225;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K130;K00-K95;K00-K14;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DE LA CAVIDAD BUCAL, DE LAS GLÁNDULAS SALIVALES Y DE LOS MAXILARES
K298;K00-K95;K20-K31;ENFERMEDADES DEL SISTEMA DIGESTIVO;ENFERMEDADES DEL ESÓFAGO, DEL ESTÓMAGO Y DEL DUODENO
K901;K00-K95;K90-K93;ENFERMEDADES DEL SISTEMA DIGESTIVO;OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO
N390;N00-N99;N30-N39;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTRAS ENFERMEDADES DEL SISTEMA URINARIO
N23;N00-N99;N20-N23;ENFERMEDADES DEL SISTEMA GENITOURINARIO;LITIASIS URINARIA
N93;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N921;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N924;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N30;N00-N99;N30-N39;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTRAS ENFERMEDADES DEL SISTEMA URINARIO
N73;N00-N99;N70-N77;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES INFLAMATORIAS DE LOS ÓRGANOS PÉLVICOS FEMENINOS
N80;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N98;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N946;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N75;N00-N99;N70-N77;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES INFLAMATORIAS DE LOS ÓRGANOS PÉLVICOS FEMENINOS
N158;N00-N99;N10-N16;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDAD RENAL TUBULOINTERSTICIAL
N830;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N499;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
N950;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N02;N00-N99;N00-N08;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES GLOMERULARES
N760;N00-N99;N70-N77;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES INFLAMATORIAS DE LOS ÓRGANOS PÉLVICOS FEMENINOS
N17;N00-N99;N17-N19;ENFERMEDADES DEL SISTEMA GENITOURINARIO;INSUFICIENCIA RENAL
N61;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N71;N00-N99;N70-N77;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES INFLAMATORIAS DE LOS ÓRGANOS PÉLVICOS FEMENINOS
N85;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N63;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N84;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N06;N00-N99;N00-N08;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES GLOMERULARES
N47;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
N850;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N289;N00-N99;N25-N29;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTROS TRASTORNOS DEL RIÑÓN Y DEL URÉTER
N81;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N811;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N62;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N64;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N164;N00-N99;N10-N16;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDAD RENAL TUBULOINTERSTICIAL
N35;N00-N99;N30-N39;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTRAS ENFERMEDADES DEL SISTEMA URINARIO
N72;N00-N99;N70-N77;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES INFLAMATORIAS DE LOS ÓRGANOS PÉLVICOS FEMENINOS
N816;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N281;N00-N99;N25-N29;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTROS TRASTORNOS DEL RIÑÓN Y DEL URÉTER
N288;N00-N99;N25-N29;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTROS TRASTORNOS DEL RIÑÓN Y DEL URÉTER
N433;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
N34;N00-N99;N30-N39;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTRAS ENFERMEDADES DEL SISTEMA URINARIO
N40;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
N91;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N31;N00-N99;N30-N39;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTRAS ENFERMEDADES DEL SISTEMA URINARIO
N70;N00-N99;N70-N77;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES INFLAMATORIAS DE LOS ÓRGANOS PÉLVICOS FEMENINOS
N644;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N19;N00-N99;N17-N19;ENFERMEDADES DEL SISTEMA GENITOURINARIO;INSUFICIENCIA RENAL
N46;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
N44;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
N60;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N645;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N82;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N814;N00-N99;N80-N98;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS NO INFLAMATORIOS DE LOS ÓRGANOS GENITALES FEMENINOS
N322;N00-N99;N30-N39;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTRAS ENFERMEDADES DEL SISTEMA URINARIO
N343;N00-N99;N30-N39;ENFERMEDADES DEL SISTEMA GENITOURINARIO;OTRAS ENFERMEDADES DEL SISTEMA URINARIO
N481;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
N643;N00-N99;N60-N64;ENFERMEDADES DEL SISTEMA GENITOURINARIO;TRASTORNOS DE LA MAMA
N501;N00-N99;N40-N51;ENFERMEDADES DEL SISTEMA GENITOURINARIO;ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS
G43;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G630;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G562;G00-G99;G50-G59;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS DE LOS NERVIOS, DE LAS RAÍCES Y DE LOS PLEXOS NERVIOSOS
G560;G00-G99;G50-G59;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS DE LOS NERVIOS, DE LAS RAÍCES Y DE LOS PLEXOS NERVIOSOS
G51;G00-G99;G50-G59;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS DE LOS NERVIOS, DE LAS RAÍCES Y DE LOS PLEXOS NERVIOSOS
G20;G00-G99;G20-G26;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO
G629;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G459;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G44;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G61;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G632;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G70;G00-G99;G70-G73;ENFERMEDADES DEL SISTEMA NERVIOSO;ENFERMEDADES MUSCULARES Y DE LA UNIÓN NEUROMUSCULAR
G35;G00-G99;G35-G37;ENFERMEDADES DEL SISTEMA NERVIOSO;ENFERMEDADES DESMIELINIZANTES DEL SISTEMA NERVIOSO CENTRAL
G636;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G57;G00-G99;G50-G59;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS DE LOS NERVIOS, DE LAS RAÍCES Y DE LOS PLEXOS NERVIOSOS
G40;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G450;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G020;G00-G99;G00-G09;ENFERMEDADES DEL SISTEMA NERVIOSO;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL
G402;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G403;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G98;G00-G99;G90-G99;ENFERMEDADES DEL SISTEMA NERVIOSO;OTROS TRASTORNOS DEL SISTEMA NERVIOSO
G471;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G563;G00-G99;G50-G59;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS DE LOS NERVIOS, DE LAS RAÍCES Y DE LOS PLEXOS NERVIOSOS
G405;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G407;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G401;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G701;G00-G99;G70-G73;ENFERMEDADES DEL SISTEMA NERVIOSO;ENFERMEDADES MUSCULARES Y DE LA UNIÓN NEUROMUSCULAR
G24;G00-G99;G20-G26;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO
G540;G00-G99;G50-G59;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS DE LOS NERVIOS, DE LAS RAÍCES Y DE LOS PLEXOS NERVIOSOS
G404;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G454;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G638;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G406;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G635;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G990;G00-G99;G90-G99;ENFERMEDADES DEL SISTEMA NERVIOSO;OTROS TRASTORNOS DEL SISTEMA NERVIOSO
G610;G00-G99;G60-G64;ENFERMEDADES DEL SISTEMA NERVIOSO;POLINEUROPATÍAS Y OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFÉRICO
G41;G00-G99;G40-G47;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS
G212;G00-G99;G20-G26;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO
G00;G00-G99;G00-G09;ENFERMEDADES DEL SISTEMA NERVIOSO;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL
G211;G00-G99;G20-G26;ENFERMEDADES DEL SISTEMA NERVIOSO;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO
G03;G00-G99;G00-G09;ENFERMEDADES DEL SISTEMA NERVIOSO;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL
M545;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M544;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M51;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M791;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M796;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M621;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
